19,3,8
11,3,1
2,3,3
3,10,25
9,7,42
74,4,3
7,27,1
2,8,32
0,11,15
0,4,30
6,37,7
8,7,32
5,3,10
7,5,16
7,8,26
3,6,9
4,11,8
16,3,2
1,6,16
2,18,11
23,4,19
19,20,19
0,8,29
2,17,1
4,9,8
2,73,15
18,3,4
6,6,15
16,3,24
6,36,3
1,41,14
23,31,14
9,3,37
0,12,6
8,4,2
2,6,7
11,4,4
9,13,2
1,12,49
4,15,18
22,3,5
7,7,20
4,26,3
11,8,21
15,6,12
7,5,23
2,24,1
13,4,0
29,8,16
28,30,3
1,4,20
37,16,5
12,20,3
2,10,6
21,15,3
23,23,18
11,34,18
8,13,2
14,3,10
1,3,2
23,28,1
30,23,1
4,5,23
1,16,99
5,19,2
9,17,1
1,18,4
15,17,1
13,3,25
8,25,9
14,8,18
14,38,1
0,3,6
2,14,18
10,36,9
6,10,1
7,4,1
20,15,49
26,65,1
24,23,22
35,17,1
9,9,3
12,5,12
16,11,13
3,23,2
11,11,9
43,11,2
45,7,27
6,24,7
3,6,7
13,6,14
9,14,27
5,14,8
28,24,12
5,40,21
11,30,10
2,8,0
4,9,11
47,3,1
14,6,6
2,5,14
11,9,26
9,11,23
3,42,17
14,50,11
27,11,1
9,68,7
16,25,11
2,54,9
1,2,1
11,13,6
6,4,12
5,20,8
26,12,2
2,17,33
20,15,3
3,43,6
12,2,1
14,3,21
43,32,34
43,6,28
0,2,24
13,4,12
14,24,63
19,7,21
1,12,1
4,48,2
5,10,0
20,16,13
11,12,3
22,12,41
17,55,28
10,2,60
7,10,3
4,15,0
2,30,18
3,19,5
3,20,8
14,6,23
4,35,10
20,13,15
3,31,3
18,8,33
19,3,5
5,7,8
15,14,3
6,3,0
18,3,26
0,6,4
13,2,10
5,15,5
22,50,42
