5,3,1
29,32,42
15,17,12
4,4,26
1,7,19
1,3,22
2,27,6
2,2,0
2,8,54
21,11,4
3,2,13
33,9,8
4,7,21
19,12,5
17,8,31
7,17,12
47,9,0
41,1,43
4,4,1
3,2,10
6,4,8
13,8,1
9,14,9
12,29,18
33,11,1
8,12,23
3,0,4
4,13,5
11,61,17
6,30,4
27,32,21
54,28,7
15,16,16
20,10,5
25,12,10
3,7,2
1,8,10
17,1,67
10,61,3
2,2,30
3,10,3
5,39,82
6,15,4
28,22,9
4,14,20
34,62,45
2,20,27
10,22,5
7,19,18
7,3,6
1,6,7
15,6,11
20,2,31
13,3,3
2,1,7
9,7,14
20,33,8
32,6,19
14,59,2
9,7,7
18,4,1
10,2,22
5,4,2
7,14,9
0,6,15
33,5,13
14,40,3
19,1,39
33,8,5
12,2,5
13,0,34
59,4,19
25,8,16
8,18,1
39,21,13
48,8,10
4,20,37
17,2,8
5,15,9
6,7,1
9,24,12
23,2,24
8,16,52
1,3,14
10,11,17
5,15,37
12,9,9
6,2,14
26,12,12
19,6,14
7,1,11
28,2,1
14,11,54
15,5,37
7,25,38
29,1,3
41,47,17
6,9,7
8,51,16
2,17,19
7,9,42
10,20,6
23,5,0
6,21,6
37,19,7
6,11,29
4,2,3
45,1,14
25,30,8
3,2,10
12,5,39
12,5,7
18,11,8
12,20,7
3,6,3
10,17,9
30,30,5
35,9,11
21,30,0
3,26,3
18,20,19
5,18,13
5,19,43
9,6,3
46,4,7
11,8,7
11,27,8
0,5,19
2,3,12
10,12,4
16,17,22
21,1,27
0,10,2
8,15,7
7,11,0
22,26,10
9,9,19
36,2,8
11,4,44
19,0,36
50,9,3
24,8,34
3,34,30
7,10,5
27,31,4
3,1,10
64,2,10
21,4,6
5,16,3
24,18,24
9,15,12
9,7,15
11,2,16
18,3,26
3,14,8
11,5,9
15,6,36
50,12,1
17,7,16
8,15,17
12,9,5
16,0,22
9,1,11
15,6,34
38,13,2
8,20,55
1,3,7
3,8,12
10,6,6
2,16,2
7,11,5
4,15,47
13,5,0
14,2,27
1,10,2
0,5,17
5,6,21
9,47,10
11,6,4
20,0,17
3,31,9
11,19,18
24,29,18
0,14,12
1,9,23
17,33,36
92,4,8
5,20,2
6,74,4
0,17,27
29,40,17
0,82,3
21,25,15
16,11,8
0,12,5
1,5,0
14,2,3
21,23,6
16,11,11
2,1,6
2,4,22
13,8,5
17,12,29
12,5,49
35,4,0
14,32,5
9,2,5
8,3,8
6,5,3
6,6,2
5,19,0
13,1,25
10,62,8
28,28,19
13,23,27
15,12,9
28,2,9
10,2,10
10,24,9
9,10,26
7,18,1
1,2,1
19,7,15
3,2,54
20,15,22
8,6,6
1,19,23
11,6,12
6,13,13
54,7,32
27,5,7
21,4,6
10,2,0
14,2,47
3,14,6
28,15,2
33,21,14
11,8,5
30,15,26
14,21,1
11,7,19
32,8,2
2,1,7
5,15,4
13,13,4
19,36,8
18,15,9
1,6,11
4,11,36
11,20,2
9,4,43
7,41,3
8,10,5
20,2,13
19,6,14
6,52,6
74,6,7
2,15,5
2,42,1
18,0,7
8,6,63
9,19,10
8,10,3
9,11,58
3,36,13
19,37,31
0,18,1
2,21,32
1,4,12
39,25,3
0,38,22
18,14,17
2,3,34
21,18,47
